show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,added_year,added_month,added_month_name,duration_minutes,duration_seasons,genre_count,primary_genre,content_age_years,content_age_group,audience_segment
s385,TV Show,Ozark,Taika Waititi,"Viola Davis, Ana de Armas, Zendaya, Meryl Streep, Brad Pitt",Unknown,"November 18, 2013",2013,PG-13,4 Seasons,"Science & Nature TV, Teen TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them.",2013,11,Nov,,4,2,Science & Nature TV,10,Moderate (6-10y),Teens
s386,Movie,Steel Hearts,Ryan Coogler,Unknown,Unknown,"July 11, 2019",2019,TV-MA,61 min,"Documentaries, Horror",Five strangers are brought together by fate in a city that never sleeps.,2019,7,Jul,61,,2,Documentaries,4,Recent (3-5y),Adults
s387,Movie,Quantum Leap,Bong Joon-ho,"Oscar Isaac, Denzel Washington, Natalie Portman",Germany,"May 04, 2008",2008,TV-14,145 min,Anime Features,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2008,5,May,145,,1,Anime Features,15,Classic (11-20y),Teens
s388,Movie,The Silent House,Unknown,"Oscar Isaac, Ana de Armas, Leonardo DiCaprio",Indonesia,"July 23, 2021",2021,TV-MA,66 min,"Romantic Movies, Children & Family Movies",Five strangers are brought together by fate in a city that never sleeps.,2021,7,Jul,66,,2,Romantic Movies,2,Very Recent (0-2y),Adults
s389,Movie,Crimson Peak,Unknown,"Leonardo DiCaprio, Viola Davis",United Kingdom,"November 06, 2020",2020,PG,73 min,"Crime TV Shows, Teen TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2020,11,Nov,73,,2,Crime TV Shows,3,Recent (3-5y),Family
s390,TV Show,The Haunting of Hill House,Denis Villeneuve,"Natalie Portman, Cate Blanchett",United States,"April 15, 2001",2001,TV-Y,6 Seasons,Action & Adventure,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2001,4,Apr,,6,1,Action & Adventure,22,Vintage (20y+),Kids
s391,TV Show,Warrior Nun,Greta Gerwig,"Ryan Gosling, Meryl Streep, Zendaya",Australia,"June 06, 2019",2019,UR,8 Seasons,Crime TV Shows,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2019,6,Jun,,8,1,Crime TV Shows,4,Recent (3-5y),Unrated
s392,Movie,City of Lights,Unknown,"Leonardo DiCaprio, Cate Blanchett, Lupita Nyong'o",Brazil,Not Available,2020,TV-Y7,85 min,Reality TV,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",,,,85,,1,Reality TV,3,Recent (3-5y),Kids
s393,Movie,The Iron Curtain,Taika Waititi,"Tom Hanks, Lupita Nyong'o, Viola Davis, Idris Elba",Unknown,Not Available,2018,TV-Y7,86 min,"Comedy, Children & Family Movies, British TV Shows","Set against the backdrop of history, a love story that transcends time and borders.",,,,86,,3,Comedy,5,Recent (3-5y),Kids
s394,Movie,The Last Dance 2,Unknown,"Denzel Washington, Florence Pugh",India,"March 03, 2022",2022,PG-13,90 min,"Action & Adventure, Science & Nature TV, Sports Movies",A detective with a troubled past investigates a series of mysterious disappearances.,2022,3,Mar,90,,3,Action & Adventure,1,Very Recent (0-2y),Teens
s395,Movie,Frozen in Time,Park Chan-wook,"Zendaya, Tom Hanks, Lupita Nyong'o",Spain,"June 13, 2007",2007,TV-G,124 min,"Science & Nature TV, Horror, Independent Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2007,6,Jun,124,,3,Science & Nature TV,16,Classic (11-20y),Family
s396,Movie,Frozen in Time,Unknown,"Tom Hanks, Ryan Gosling, Ana de Armas, Denzel Washington",Turkey,"February 11, 2018",2018,TV-PG,177 min,Drama,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2018,2,Feb,177,,1,Drama,5,Recent (3-5y),Family
s397,TV Show,House of Cards,David Fincher,"Anthony Mackie, Ana de Armas, Viola Davis, Brad Pitt, Natalie Portman",United Kingdom,"February 13, 2022",2022,G,4 Seasons,"Anime Features, Stand-Up Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.,2022,2,Feb,,4,2,Anime Features,1,Very Recent (0-2y),Kids
s398,Movie,Whispering Walls 2,Ava DuVernay,Unknown,Indonesia,"November 05, 2019",2019,G,92 min,Korean TV Shows,"Set against the backdrop of history, a love story that transcends time and borders.",2019,11,Nov,92,,1,Korean TV Shows,4,Recent (3-5y),Kids
s399,TV Show,Locke & Key,Unknown,"Anthony Mackie, Brad Pitt",United Kingdom,"March 27, 2021",2021,R,7 Seasons,"International Movies, Science & Nature TV, Action & Adventure","When secrets from the past resurface, a family must confront the truth before it destroys them.",2021,3,Mar,,7,3,International Movies,2,Very Recent (0-2y),Adults
s400,TV Show,Never Have I Ever,Martin Scorsese,"Brad Pitt, Oscar Isaac, Ana de Armas, Lupita Nyong'o",Unknown,"February 25, 2000",2000,TV-G,5 Seasons,"Science & Nature TV, Thrillers, British TV Shows",Five strangers are brought together by fate in a city that never sleeps.,2000,2,Feb,,5,3,Science & Nature TV,23,Vintage (20y+),Family
s401,Movie,Northern Lights,Wes Anderson,"Oscar Isaac, Zendaya",India,"May 28, 2020",2020,UR,141 min,Action & Adventure,A detective with a troubled past investigates a series of mysterious disappearances.,2020,5,May,141,,1,Action & Adventure,3,Recent (3-5y),Unrated
s402,Movie,Crimson Peak,Unknown,"Natalie Portman, Lupita Nyong'o",United States,"November 19, 2022",2022,UR,126 min,Reality TV,"Set against the backdrop of history, a love story that transcends time and borders.",2022,11,Nov,126,,1,Reality TV,1,Very Recent (0-2y),Unrated
s403,TV Show,Sweet Tooth,Barry Jenkins,"Idris Elba, Zendaya, Brad Pitt, Viola Davis, Anthony Mackie",Mexico,Not Available,2019,TV-Y,6 Seasons,Drama,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,,,,,6,1,Drama,4,Recent (3-5y),Kids
s404,Movie,Steel Hearts,Martin Scorsese,"Cate Blanchett, Florence Pugh",South Korea,"August 17, 2019",2019,TV-14,141 min,"Drama, Stand-Up Comedy","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2019,8,Aug,141,,2,Drama,4,Recent (3-5y),Teens
s405,TV Show,Black Mirror,Kathryn Bigelow,"Anthony Mackie, Ana de Armas, Zendaya, Lupita Nyong'o, Meryl Streep",Argentina,"December 13, 2021",2021,NR,3 Seasons,"British TV Shows, Music & Musicals, Comedy","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2021,12,Dec,,3,3,British TV Shows,2,Very Recent (0-2y),Unrated
s406,Movie,Dark Waters,Guillermo del Toro,"Viola Davis, Oscar Isaac, Natalie Portman, Meryl Streep, Florence Pugh",Japan,"February 14, 2019",2019,TV-MA,178 min,"Reality TV, Anime Features","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2019,2,Feb,178,,2,Reality TV,4,Recent (3-5y),Adults
s407,Movie,Beyond the Horizon,Unknown,"Tom Hanks, Oscar Isaac",United Kingdom,"October 25, 2021",2021,TV-Y,108 min,"Reality TV, Teen TV Shows, Science & Nature TV","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2021,10,Oct,108,,3,Reality TV,2,Very Recent (0-2y),Kids
s408,Movie,Raw Power,Unknown,"Idris Elba, Ana de Armas",Canada,"July 19, 2021",2021,PG-13,128 min,Reality TV,"Based on true events, this documentary exposes the hidden world behind the headlines.",2021,7,Jul,128,,1,Reality TV,2,Very Recent (0-2y),Teens
s409,Movie,Desert Rain,Martin Scorsese,"Cate Blanchett, Brad Pitt, Leonardo DiCaprio",France,"August 22, 2020",2020,NC-17,155 min,"Comedy, Crime TV Shows, International Movies",A comedy that brilliantly captures the chaos and joy of modern family life.,2020,8,Aug,155,,3,Comedy,3,Recent (3-5y),Adults
s410,Movie,Broken Wings 4,Unknown,"Brad Pitt, Natalie Portman, Tom Hanks, Ana de Armas, Lupita Nyong'o",France,"April 23, 2020",2020,R,110 min,"Thrillers, Drama",A comedy that brilliantly captures the chaos and joy of modern family life.,2020,4,Apr,110,,2,Thrillers,3,Recent (3-5y),Adults
s411,Movie,Raw Power,Chloe Zhao,"Anthony Mackie, Meryl Streep, Ryan Gosling, Ana de Armas, Tom Hanks",Norway,"October 28, 2014",2014,PG-13,80 min,"Horror, Sports Movies, Independent Movies",A detective with a troubled past investigates a series of mysterious disappearances.,2014,10,Oct,80,,3,Horror,9,Moderate (6-10y),Teens
s412,Movie,Frozen in Time,Alfonso Cuarón,"Ana de Armas, Lupita Nyong'o",France,"March 02, 2019",2019,TV-Y7,66 min,Music & Musicals,Five strangers are brought together by fate in a city that never sleeps.,2019,3,Mar,66,,1,Music & Musicals,4,Recent (3-5y),Kids
s413,TV Show,Dark,David Fincher,"Meryl Streep, Lupita Nyong'o, Cate Blanchett",Thailand,"December 26, 2019",2019,TV-MA,8 Seasons,"Reality TV, Anime Features, Sports Movies",Five strangers are brought together by fate in a city that never sleeps.,2019,12,Dec,,8,3,Reality TV,4,Recent (3-5y),Adults
s414,Movie,Paper Trail,Unknown,"Leonardo DiCaprio, Zendaya, Oscar Isaac",Canada,"November 23, 2015",2015,PG-13,101 min,Teen TV Shows,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2015,11,Nov,101,,1,Teen TV Shows,8,Moderate (6-10y),Teens
s415,TV Show,Mindhunter,Guillermo del Toro,"Denzel Washington, Ryan Gosling, Florence Pugh, Zendaya, Oscar Isaac",Canada,"February 06, 2022",2022,R,1 Season,"Sports Movies, Crime TV Shows, Documentaries","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2022,2,Feb,,1,3,Sports Movies,1,Very Recent (0-2y),Adults
s416,Movie,Silent Storm 3,Guillermo del Toro,"Meryl Streep, Lupita Nyong'o, Oscar Isaac, Ryan Gosling",Germany,"May 02, 2000",2000,TV-MA,144 min,"Sports Movies, Horror, Independent Movies",Five strangers are brought together by fate in a city that never sleeps.,2000,5,May,144,,3,Sports Movies,23,Vintage (20y+),Adults
s417,TV Show,Sweet Tooth,Guillermo del Toro,Unknown,Unknown,"October 18, 2022",2022,R,5 Seasons,Korean TV Shows,"Based on true events, this documentary exposes the hidden world behind the headlines.",2022,10,Oct,,5,1,Korean TV Shows,1,Very Recent (0-2y),Adults
s418,Movie,City of Lights,Spike Lee,"Oscar Isaac, Meryl Streep, Tom Hanks, Idris Elba, Brad Pitt",Japan,"November 23, 2013",2013,NR,142 min,"Korean TV Shows, Thrillers, Science & Nature TV","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2013,11,Nov,142,,3,Korean TV Shows,10,Moderate (6-10y),Unrated
s419,TV Show,Peaky Blinders,Park Chan-wook,"Denzel Washington, Tom Hanks, Meryl Streep",Nigeria,"June 25, 2007",2007,TV-MA,5 Seasons,Documentaries,"Based on true events, this documentary exposes the hidden world behind the headlines.",2007,6,Jun,,5,1,Documentaries,16,Classic (11-20y),Adults
s420,Movie,Echoes of Tomorrow,Greta Gerwig,"Zendaya, Lupita Nyong'o, Florence Pugh",Italy,"October 04, 2017",2017,NC-17,156 min,"Thrillers, Stand-Up Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.,2017,10,Oct,156,,2,Thrillers,6,Moderate (6-10y),Adults
s421,TV Show,Jupiter's Legacy,Sofia Coppola,"Ryan Gosling, Leonardo DiCaprio, Idris Elba",France,"January 24, 2019",2019,TV-14,4 Seasons,"Korean TV Shows, Science & Nature TV, Sports Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2019,1,Jan,,4,3,Korean TV Shows,4,Recent (3-5y),Teens
s422,Movie,Fire & Ice 2,Jordan Peele,"Florence Pugh, Ryan Gosling, Ana de Armas, Cate Blanchett",Brazil,"November 03, 2020",2020,TV-Y,133 min,Action & Adventure,A detective with a troubled past investigates a series of mysterious disappearances.,2020,11,Nov,133,,1,Action & Adventure,3,Recent (3-5y),Kids
s423,Movie,Code Red,Denis Villeneuve,"Lupita Nyong'o, Natalie Portman, Ryan Gosling",Norway,"April 27, 2001",2001,TV-Y7,155 min,"Children & Family Movies, Music & Musicals","Set against the backdrop of history, a love story that transcends time and borders.",2001,4,Apr,155,,2,Children & Family Movies,22,Vintage (20y+),Kids
s424,Movie,Fire & Ice 2,Wes Anderson,"Viola Davis, Meryl Streep, Lupita Nyong'o",India,"February 11, 2011",2011,TV-Y7,97 min,"Independent Movies, International Movies",A detective with a troubled past investigates a series of mysterious disappearances.,2011,2,Feb,97,,2,Independent Movies,12,Classic (11-20y),Kids
s425,TV Show,Sweet Tooth,Alfonso Cuarón,"Meryl Streep, Oscar Isaac, Natalie Portman, Zendaya",Unknown,"May 12, 2016",2016,PG-13,3 Seasons,"Stand-Up Comedy, Drama","When secrets from the past resurface, a family must confront the truth before it destroys them.",2016,5,May,,3,2,Stand-Up Comedy,7,Moderate (6-10y),Teens
s426,Movie,Shadow Protocol 4,Martin Scorsese,"Cate Blanchett, Oscar Isaac, Natalie Portman, Leonardo DiCaprio, Denzel Washington",Argentina,"March 18, 2015",2015,NC-17,167 min,"Thrillers, Horror",Five strangers are brought together by fate in a city that never sleeps.,2015,3,Mar,167,,2,Thrillers,8,Moderate (6-10y),Adults
s427,Movie,Glass Houses,Unknown,Unknown,Mexico,"August 22, 2019",2019,PG-13,130 min,"Horror, Crime TV Shows","Based on true events, this documentary exposes the hidden world behind the headlines.",2019,8,Aug,130,,2,Horror,4,Recent (3-5y),Teens
s428,TV Show,On My Block,David Fincher,Unknown,Sweden,"January 22, 2019",2019,PG-13,1 Season,"Independent Movies, International Movies",A detective with a troubled past investigates a series of mysterious disappearances.,2019,1,Jan,,1,2,Independent Movies,4,Recent (3-5y),Teens
s429,TV Show,Too Hot to Handle,Martin Scorsese,"Natalie Portman, Tom Hanks, Anthony Mackie",South Korea,"December 26, 2012",2012,TV-Y7,3 Seasons,British TV Shows,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2012,12,Dec,,3,1,British TV Shows,11,Classic (11-20y),Kids
s430,Movie,Code Red,Unknown,"Tom Hanks, Brad Pitt, Leonardo DiCaprio",India,"November 08, 2014",2014,TV-PG,125 min,"Comedy, International Movies","When secrets from the past resurface, a family must confront the truth before it destroys them.",2014,11,Nov,125,,2,Comedy,9,Moderate (6-10y),Family
s431,Movie,Shadow Protocol,Denis Villeneuve,"Idris Elba, Oscar Isaac, Leonardo DiCaprio",Unknown,"August 09, 2012",2012,TV-Y,92 min,"Stand-Up Comedy, Crime TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.,2012,8,Aug,92,,2,Stand-Up Comedy,11,Classic (11-20y),Kids
s432,Movie,Shadow Protocol,Martin Scorsese,"Ana de Armas, Lupita Nyong'o, Anthony Mackie, Viola Davis",Thailand,"October 13, 2013",2013,TV-MA,155 min,"Documentaries, Comedy, Romantic Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2013,10,Oct,155,,3,Documentaries,10,Moderate (6-10y),Adults
s433,TV Show,Sweet Tooth,Unknown,"Zendaya, Ana de Armas, Natalie Portman, Anthony Mackie",India,"May 25, 2017",2017,TV-Y7,6 Seasons,"Documentaries, Science & Nature TV","When secrets from the past resurface, a family must confront the truth before it destroys them.",2017,5,May,,6,2,Documentaries,6,Moderate (6-10y),Kids
s434,Movie,The Redemption Arc 2,Christopher Nolan,"Ryan Gosling, Ana de Armas, Denzel Washington",India,"July 16, 2011",2011,NR,116 min,"Reality TV, Teen TV Shows, Korean TV Shows","Based on true events, this documentary exposes the hidden world behind the headlines.",2011,7,Jul,116,,3,Reality TV,12,Classic (11-20y),Unrated
s435,Movie,Ocean's Edge,Unknown,"Leonardo DiCaprio, Oscar Isaac, Anthony Mackie",Sweden,"May 18, 2014",2014,R,90 min,"Comedy, Horror",A detective with a troubled past investigates a series of mysterious disappearances.,2014,5,May,90,,2,Comedy,9,Moderate (6-10y),Adults
s436,Movie,Neon Dreams,Unknown,Unknown,Thailand,"December 18, 2007",2007,TV-Y,138 min,"Crime TV Shows, Comedy","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2007,12,Dec,138,,2,Crime TV Shows,16,Classic (11-20y),Kids
s437,Movie,The Phoenix Project,Spike Lee,"Leonardo DiCaprio, Ryan Gosling, Idris Elba, Anthony Mackie",Australia,"November 20, 2021",2021,NC-17,94 min,British TV Shows,"Based on true events, this documentary exposes the hidden world behind the headlines.",2021,11,Nov,94,,1,British TV Shows,2,Very Recent (0-2y),Adults
s438,Movie,Raw Power,Chloe Zhao,"Lupita Nyong'o, Meryl Streep, Natalie Portman",Germany,"March 21, 2022",2022,TV-G,82 min,"Korean TV Shows, Romantic Movies","When secrets from the past resurface, a family must confront the truth before it destroys them.",2022,3,Mar,82,,2,Korean TV Shows,1,Very Recent (0-2y),Family
s439,Movie,Crimson Peak,Unknown,"Cate Blanchett, Ana de Armas, Ryan Gosling, Denzel Washington, Oscar Isaac",Unknown,"January 25, 2002",2002,TV-Y7,158 min,Anime Features,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2002,1,Jan,158,,1,Anime Features,21,Vintage (20y+),Kids
s440,Movie,Fire & Ice,Christopher Nolan,"Idris Elba, Florence Pugh",Argentina,"May 11, 2020",2020,TV-G,148 min,"Teen TV Shows, Documentaries","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2020,5,May,148,,2,Teen TV Shows,3,Recent (3-5y),Family
s441,Movie,Edge of Glory,Wes Anderson,"Tom Hanks, Leonardo DiCaprio, Cate Blanchett, Oscar Isaac, Florence Pugh",Indonesia,"December 27, 2015",2015,TV-MA,74 min,Documentaries,A detective with a troubled past investigates a series of mysterious disappearances.,2015,12,Dec,74,,1,Documentaries,8,Moderate (6-10y),Adults
s442,Movie,Shattered Mirror,Bong Joon-ho,"Tom Hanks, Denzel Washington",Germany,"November 10, 2021",2021,PG-13,73 min,"Independent Movies, Stand-Up Comedy",A detective with a troubled past investigates a series of mysterious disappearances.,2021,11,Nov,73,,2,Independent Movies,2,Very Recent (0-2y),Teens
s443,TV Show,On My Block,Unknown,"Tom Hanks, Anthony Mackie",Australia,Not Available,2020,UR,5 Seasons,Action & Adventure,Five strangers are brought together by fate in a city that never sleeps.,,,,,5,1,Action & Adventure,3,Recent (3-5y),Unrated
s444,Movie,Golden Hour,Ryan Coogler,"Florence Pugh, Natalie Portman, Ana de Armas, Brad Pitt, Zendaya",Indonesia,"August 18, 2016",2016,TV-Y7,89 min,"Action & Adventure, British TV Shows","Based on true events, this documentary exposes the hidden world behind the headlines.",2016,8,Aug,89,,2,Action & Adventure,7,Moderate (6-10y),Kids
s445,TV Show,Jupiter's Legacy,Kathryn Bigelow,Unknown,United States,"February 02, 2022",2022,TV-G,3 Seasons,"Sports Movies, Horror",A comedy that brilliantly captures the chaos and joy of modern family life.,2022,2,Feb,,3,2,Sports Movies,1,Very Recent (0-2y),Family
s446,TV Show,Ozark,Kathryn Bigelow,"Tom Hanks, Meryl Streep",Australia,"June 02, 2022",2022,NR,8 Seasons,"Thrillers, Drama, Horror",Five strangers are brought together by fate in a city that never sleeps.,2022,6,Jun,,8,3,Thrillers,1,Very Recent (0-2y),Unrated
s447,Movie,Glass Houses,Unknown,"Tom Hanks, Anthony Mackie, Denzel Washington, Natalie Portman, Ana de Armas",Brazil,Not Available,2014,NR,172 min,"Comedy, Thrillers, Music & Musicals","In a dystopian future, one person dares to challenge the system and ignite a revolution.",,,,172,,3,Comedy,9,Moderate (6-10y),Unrated
s448,Movie,Quantum Leap,Taika Waititi,"Zendaya, Ana de Armas, Cate Blanchett, Brad Pitt",United Kingdom,Not Available,2019,PG-13,155 min,"Korean TV Shows, Action & Adventure, Sports Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,,,,155,,3,Korean TV Shows,4,Recent (3-5y),Teens
s449,Movie,Echoes of Tomorrow,Spike Lee,"Ana de Armas, Idris Elba",Canada,"June 01, 2020",2020,TV-14,68 min,Korean TV Shows,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2020,6,Jun,68,,1,Korean TV Shows,3,Recent (3-5y),Teens
s450,Movie,Raw Power,Unknown,"Natalie Portman, Tom Hanks",India,"January 11, 2017",2017,UR,105 min,"Reality TV, Music & Musicals","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2017,1,Jan,105,,2,Reality TV,6,Moderate (6-10y),Unrated
s451,Movie,Crimson Peak,Martin Scorsese,"Idris Elba, Brad Pitt",Sweden,"July 16, 2002",2002,PG-13,79 min,"Sports Movies, Action & Adventure, British TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2002,7,Jul,79,,3,Sports Movies,21,Vintage (20y+),Teens
s452,TV Show,Better Call Saul,Unknown,"Idris Elba, Natalie Portman, Anthony Mackie",Thailand,"December 25, 2004",2004,TV-Y7,4 Seasons,"Korean TV Shows, Action & Adventure, Horror","Set against the backdrop of history, a love story that transcends time and borders.",2004,12,Dec,,4,3,Korean TV Shows,19,Classic (11-20y),Kids
s453,Movie,Whispering Walls,Martin Scorsese,"Denzel Washington, Natalie Portman, Meryl Streep, Oscar Isaac",Germany,"February 03, 2015",2015,TV-14,120 min,"Sports Movies, Horror","When secrets from the past resurface, a family must confront the truth before it destroys them.",2015,2,Feb,120,,2,Sports Movies,8,Moderate (6-10y),Teens
s454,Movie,Crimson Peak,Jordan Peele,"Florence Pugh, Lupita Nyong'o, Zendaya, Idris Elba, Denzel Washington",Thailand,"July 17, 2007",2007,TV-Y,142 min,Children & Family Movies,A comedy that brilliantly captures the chaos and joy of modern family life.,2007,7,Jul,142,,1,Children & Family Movies,16,Classic (11-20y),Kids
s455,Movie,Quantum Leap 2,Sofia Coppola,"Denzel Washington, Cate Blanchett, Brad Pitt, Natalie Portman, Idris Elba",Indonesia,"March 24, 2008",2008,TV-G,111 min,"Action & Adventure, Crime TV Shows",Five strangers are brought together by fate in a city that never sleeps.,2008,3,Mar,111,,2,Action & Adventure,15,Classic (11-20y),Family
s456,Movie,The Silent House 3,Barry Jenkins,Unknown,Argentina,"January 20, 2014",2014,R,161 min,"Independent Movies, Romantic Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2014,1,Jan,161,,2,Independent Movies,9,Moderate (6-10y),Adults
s457,Movie,Parallel Lives,Denis Villeneuve,"Ryan Gosling, Idris Elba, Denzel Washington, Meryl Streep",United Kingdom,"July 17, 2016",2016,NR,66 min,Science & Nature TV,Five strangers are brought together by fate in a city that never sleeps.,2016,7,Jul,66,,1,Science & Nature TV,7,Moderate (6-10y),Unrated
s458,Movie,Hollow Ground,Denis Villeneuve,"Lupita Nyong'o, Ryan Gosling, Ana de Armas, Anthony Mackie, Denzel Washington",Denmark,"October 07, 2017",2017,G,101 min,"Crime TV Shows, Drama, Horror",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2017,10,Oct,101,,3,Crime TV Shows,6,Moderate (6-10y),Kids
s459,Movie,Starfall,Unknown,"Ryan Gosling, Lupita Nyong'o, Ana de Armas, Leonardo DiCaprio, Natalie Portman",Indonesia,"April 24, 2008",2008,TV-14,159 min,Korean TV Shows,"Based on true events, this documentary exposes the hidden world behind the headlines.",2008,4,Apr,159,,1,Korean TV Shows,15,Classic (11-20y),Teens
s460,Movie,Digital Nomad,Unknown,"Ana de Armas, Florence Pugh",Brazil,"November 15, 2019",2019,PG,129 min,"Music & Musicals, Crime TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them.",2019,11,Nov,129,,2,Music & Musicals,4,Recent (3-5y),Family
s461,Movie,Shadow Protocol,Guillermo del Toro,"Florence Pugh, Brad Pitt, Tom Hanks",Nigeria,"February 03, 2018",2018,NR,62 min,"Science & Nature TV, Documentaries, Independent Movies","Set against the backdrop of history, a love story that transcends time and borders.",2018,2,Feb,62,,3,Science & Nature TV,5,Recent (3-5y),Unrated
s462,Movie,Whispering Walls,Sofia Coppola,"Zendaya, Florence Pugh",Turkey,"August 04, 2011",2011,PG,165 min,"Reality TV, Drama, Stand-Up Comedy","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2011,8,Aug,165,,3,Reality TV,12,Classic (11-20y),Family
s463,Movie,Fire & Ice,Jordan Peele,Unknown,Sweden,"March 19, 2014",2014,TV-14,110 min,Korean TV Shows,"Based on true events, this documentary exposes the hidden world behind the headlines.",2014,3,Mar,110,,1,Korean TV Shows,9,Moderate (6-10y),Teens
s464,TV Show,Altered Carbon,Martin Scorsese,"Viola Davis, Brad Pitt, Lupita Nyong'o, Ryan Gosling, Denzel Washington",France,"July 27, 2018",2018,TV-MA,3 Seasons,"Romantic Movies, Action & Adventure","When secrets from the past resurface, a family must confront the truth before it destroys them.",2018,7,Jul,,3,2,Romantic Movies,5,Recent (3-5y),Adults
s465,Movie,Ocean's Edge,Martin Scorsese,"Denzel Washington, Zendaya",France,"June 06, 2018",2018,TV-MA,128 min,Reality TV,A detective with a troubled past investigates a series of mysterious disappearances.,2018,6,Jun,128,,1,Reality TV,5,Recent (3-5y),Adults
s466,Movie,City of Lights 2,Unknown,"Cate Blanchett, Meryl Streep",Canada,"February 03, 2021",2021,NC-17,110 min,Independent Movies,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2021,2,Feb,110,,1,Independent Movies,2,Very Recent (0-2y),Adults
s467,Movie,The Iron Curtain 3,Alfonso Cuarón,"Anthony Mackie, Oscar Isaac, Viola Davis, Idris Elba, Natalie Portman",United States,Not Available,2018,TV-MA,138 min,"Teen TV Shows, Drama, Thrillers",A comedy that brilliantly captures the chaos and joy of modern family life.,,,,138,,3,Teen TV Shows,5,Recent (3-5y),Adults
s468,TV Show,Emily in Paris,Christopher Nolan,"Tom Hanks, Cate Blanchett",Japan,"February 24, 2009",2009,PG-13,5 Seasons,"Independent Movies, Romantic Movies","When secrets from the past resurface, a family must confront the truth before it destroys them.",2009,2,Feb,,5,2,Independent Movies,14,Classic (11-20y),Teens
s469,Movie,The Last Train 3,Barry Jenkins,"Anthony Mackie, Oscar Isaac, Cate Blanchett, Tom Hanks, Denzel Washington",Spain,"October 10, 2018",2018,PG,115 min,"Science & Nature TV, Anime Features",Five strangers are brought together by fate in a city that never sleeps.,2018,10,Oct,115,,2,Science & Nature TV,5,Recent (3-5y),Family
s470,Movie,Dark Waters,Sofia Coppola,"Ana de Armas, Oscar Isaac, Idris Elba, Meryl Streep",Sweden,"November 17, 2014",2014,TV-Y7,163 min,"Science & Nature TV, Thrillers",Five strangers are brought together by fate in a city that never sleeps.,2014,11,Nov,163,,2,Science & Nature TV,9,Moderate (6-10y),Kids
s471,Movie,Desert Rain,Martin Scorsese,Unknown,Turkey,"September 03, 2021",2021,TV-Y,87 min,Teen TV Shows,A detective with a troubled past investigates a series of mysterious disappearances.,2021,9,Sep,87,,1,Teen TV Shows,2,Very Recent (0-2y),Kids
s472,TV Show,Never Have I Ever,Unknown,"Florence Pugh, Idris Elba",Mexico,"August 02, 2020",2020,G,2 Seasons,Sports Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2020,8,Aug,,2,1,Sports Movies,3,Recent (3-5y),Kids
s473,Movie,Dark Waters,Christopher Nolan,"Leonardo DiCaprio, Idris Elba, Anthony Mackie, Zendaya",Brazil,Not Available,2004,TV-Y7,72 min,"International Movies, Anime Features",Five strangers are brought together by fate in a city that never sleeps.,,,,72,,2,International Movies,19,Classic (11-20y),Kids
s474,Movie,Neon Dreams,Ryan Coogler,"Meryl Streep, Brad Pitt, Tom Hanks, Ana de Armas, Natalie Portman",Canada,"April 02, 2008",2008,TV-14,101 min,"Science & Nature TV, Children & Family Movies, Thrillers","When secrets from the past resurface, a family must confront the truth before it destroys them.",2008,4,Apr,101,,3,Science & Nature TV,15,Classic (11-20y),Teens
